team,win_prob,win,season,date,upset_win,upset_loss
Chicago Fire,0.6139185902797695,1,1998,1998-10-24,NA,0
DC United,0.38608140972023053,0,1998,1998-10-24,0,NA
FC Dallas,0.6441571212287969,1,1999,1999-03-19,NA,0
Houston Dynamo,0.49372403927748143,0,1999,1999-03-19,0,NA
Los Angeles Galaxy,0.737578207564109,1,1999,1999-03-19,NA,0
Miami,0.6621369069208748,0,1999,1999-03-19,NA,1
Mutiny,0.5043756275195338,0,1999,1999-03-19,NA,1
Sporting Kansas City,0.35584287877120313,0,1999,1999-03-19,0,NA
Chicago Fire,0.5062759607225186,1,1999,1999-03-19,NA,0
Colorado Rapids,0.26242179243589103,0,1999,1999-03-19,0,NA
New York Red Bulls,0.3378630930791252,1,1999,1999-03-19,1,NA
DC United,0.4956243724804662,1,1999,1999-03-19,1,NA
Houston Dynamo,0.5999537310651307,1,1999,1999-03-26,NA,0
Sporting Kansas City,0.42591934025255623,0,1999,1999-03-26,0,NA
Colorado Rapids,0.4000462689348693,0,1999,1999-03-26,0,NA
Chicago Fire,0.5740806597474437,1,1999,1999-03-26,NA,0
Los Angeles Galaxy,0.7582159523825944,1,1999,1999-03-27,NA,0
Miami,0.6327833712695285,1,1999,1999-03-27,NA,0
New York Red Bulls,0.5970414364547733,1,1999,1999-03-27,NA,0
FC Dallas,0.24178404761740557,0,1999,1999-03-27,0,NA
New England Revolution,0.36721662873047145,0,1999,1999-03-27,0,NA
Columbus Crew,0.40295856354522674,0,1999,1999-03-27,0,NA
Houston Dynamo,0.4742364595130143,1,1999,1999-04-02,1,NA
Miami,0.42605636231833416,0,1999,1999-04-02,0,NA
Mutiny,0.5922086700313717,0,1999,1999-04-02,NA,1
New York Red Bulls,0.4762694941573775,0,1999,1999-04-02,0,NA
Sporting Kansas City,0.6080520109975294,0,1999,1999-04-02,NA,1
Los Angeles Galaxy,0.5257635404869857,0,1999,1999-04-02,NA,1
Chicago Fire,0.5739436376816658,1,1999,1999-04-02,NA,0
Columbus Crew,0.4077913299686283,1,1999,1999-04-02,1,NA
DC United,0.5237305058426225,1,1999,1999-04-02,NA,0
New England Revolution,0.39194798900247063,1,1999,1999-04-02,1,NA
Los Angeles Galaxy,0.722849620084412,0,1999,1999-04-07,NA,1
Columbus Crew,0.277150379915588,1,1999,1999-04-07,1,NA
Chicago Fire,0.8156330920551698,0,1999,1999-04-09,NA,1
Colorado Rapids,0.6811382819285322,1,1999,1999-04-09,NA,0
New England Revolution,0.4409048935971274,0,1999,1999-04-09,0,NA
Sporting Kansas City,0.547847395849309,0,1999,1999-04-09,NA,1
FC Dallas,0.18436690794483024,1,1999,1999-04-09,1,NA
Miami,0.3188617180714678,0,1999,1999-04-09,0,NA
DC United,0.5590951064028726,1,1999,1999-04-09,NA,0
Houston Dynamo,0.45215260415069103,1,1999,1999-04-09,1,NA
Mutiny,0.605452791686473,0,1999,1999-04-10,NA,1
New York Red Bulls,0.39454720831352696,1,1999,1999-04-10,1,NA
Miami,0.5541959696933086,1,1999,1999-04-14,NA,0
FC Dallas,0.44580403030669136,0,1999,1999-04-14,0,NA
Chicago Fire,0.7135668139648662,1,1999,1999-04-16,NA,0
Colorado Rapids,0.7501280329645397,1,1999,1999-04-16,NA,0
DC United,0.7849695084842719,0,1999,1999-04-16,NA,1
New England Revolution,0.5461683926008093,0,1999,1999-04-16,NA,1
Los Angeles Galaxy,0.2864331860351338,0,1999,1999-04-16,0,NA
Sporting Kansas City,0.24987196703546033,0,1999,1999-04-16,0,NA
Houston Dynamo,0.21503049151572806,1,1999,1999-04-16,1,NA
Columbus Crew,0.4538316073991907,1,1999,1999-04-16,1,NA
FC Dallas,0.7105609015830517,1,1999,1999-04-17,NA,0
Mutiny,0.28943909841694826,0,1999,1999-04-17,0,NA
DC United,0.8142125061039713,0,1999,1999-04-23,NA,1
FC Dallas,0.5776059917023926,1,1999,1999-04-23,NA,0
Los Angeles Galaxy,0.6868838906717563,1,1999,1999-04-23,NA,0
Miami,0.7022136840391698,1,1999,1999-04-23,NA,0
New England Revolution,0.18578749389602867,1,1999,1999-04-23,1,NA
Columbus Crew,0.4223940082976074,0,1999,1999-04-23,0,NA
Houston Dynamo,0.31311610932824374,0,1999,1999-04-23,0,NA
Sporting Kansas City,0.29778631596083016,0,1999,1999-04-23,0,NA
New York Red Bulls,0.7171432507956642,0,1999,1999-04-24,NA,1
Mutiny,0.2828567492043358,1,1999,1999-04-24,1,NA
Sporting Kansas City,0.45073946053611674,0,1999,1999-04-27,0,NA
Columbus Crew,0.5492605394638832,1,1999,1999-04-27,NA,0
Houston Dynamo,0.6378021669106844,1,1999,1999-04-29,NA,0
FC Dallas,0.36219783308931564,0,1999,1999-04-29,0,NA
Chicago Fire,0.692540648994197,1,1999,1999-04-30,NA,0
Mutiny,0.6238586400245654,1,1999,1999-04-30,NA,0
New England Revolution,0.5923789262512303,0,1999,1999-04-30,NA,1
New York Red Bulls,0.513654685009116,0,1999,1999-04-30,NA,1
DC United,0.307459351005803,0,1999,1999-04-30,0,NA
Miami,0.37614135997543463,0,1999,1999-04-30,0,NA
Colorado Rapids,0.40762107374876966,1,1999,1999-04-30,1,NA
Los Angeles Galaxy,0.48634531499088396,1,1999,1999-04-30,1,NA
DC United,0.7793323228616997,1,1999,1999-05-07,NA,0
FC Dallas,0.6214339975594476,0,1999,1999-05-07,NA,1
Mutiny,0.3856998954633352,1,1999,1999-05-07,1,NA
New England Revolution,0.6486862178985647,1,1999,1999-05-07,NA,0
Sporting Kansas City,0.3705291064064478,1,1999,1999-05-07,1,NA
New York Red Bulls,0.22066767713830027,0,1999,1999-05-07,0,NA
Colorado Rapids,0.3785660024405524,1,1999,1999-05-07,1,NA
Chicago Fire,0.6143001045366647,0,1999,1999-05-07,NA,1
Miami,0.35131378210143527,0,1999,1999-05-07,0,NA
Los Angeles Galaxy,0.6294708935935522,0,1999,1999-05-07,NA,1
Houston Dynamo,0.6144318166503364,0,1999,1999-05-08,NA,1
Columbus Crew,0.3855681833496636,1,1999,1999-05-08,1,NA
Columbus Crew,0.7497810908974413,1,1999,1999-05-14,NA,0
FC Dallas,0.6187883621243587,1,1999,1999-05-14,NA,0
Los Angeles Galaxy,0.7503275207931638,0,1999,1999-05-14,NA,1
New York Red Bulls,0.6596073177681616,1,1999,1999-05-14,NA,0
Sporting Kansas City,0.3783257097599569,0,1999,1999-05-14,0,NA
New England Revolution,0.25021890910255873,0,1999,1999-05-14,0,NA
Houston Dynamo,0.3812116378756413,0,1999,1999-05-14,0,NA
Mutiny,0.24967247920683622,1,1999,1999-05-14,1,NA
Miami,0.3403926822318384,0,1999,1999-05-14,0,NA
DC United,0.6216742902400432,1,1999,1999-05-14,NA,0
Chicago Fire,0.7459441469814116,0,1999,1999-05-15,NA,1
Colorado Rapids,0.25405585301858835,1,1999,1999-05-15,1,NA
Chicago Fire,0.8585309626467369,1,1999,1999-05-21,NA,0
Colorado Rapids,0.7471194814423677,1,1999,1999-05-21,NA,0
Columbus Crew,0.7335448910153357,0,1999,1999-05-21,NA,1
Houston Dynamo,0.6368113977029054,1,1999,1999-05-21,NA,0
Miami,0.411770015134353,0,1999,1999-05-21,0,NA
Sporting Kansas City,0.1414690373532631,0,1999,1999-05-21,0,NA
New York Red Bulls,0.25288051855763227,0,1999,1999-05-21,0,NA
Mutiny,0.2664551089846643,1,1999,1999-05-21,1,NA
FC Dallas,0.3631886022970946,0,1999,1999-05-21,0,NA
DC United,0.5882299848656469,1,1999,1999-05-21,NA,0
Los Angeles Galaxy,0.7467788425653853,1,1999,1999-05-22,NA,0
New England Revolution,0.2532211574346147,0,1999,1999-05-22,0,NA
FC Dallas,0.7303326796438074,1,1999,1999-05-25,NA,0
Miami,0.26966732035619256,0,1999,1999-05-25,0,NA
Colorado Rapids,0.709730442912933,1,1999,1999-05-26,NA,0
Houston Dynamo,0.29026955708706703,0,1999,1999-05-26,0,NA
Columbus Crew,0.6362132231414547,1,1999,1999-05-28,NA,0
DC United,0.6412993630503051,1,1999,1999-05-28,NA,0
Miami,0.5083437095326762,1,1999,1999-05-28,NA,0
New York Red Bulls,0.647555047880488,0,1999,1999-05-28,NA,1
Los Angeles Galaxy,0.3637867768585453,0,1999,1999-05-28,0,NA
Chicago Fire,0.3587006369496949,0,1999,1999-05-28,0,NA
Mutiny,0.49165629046732384,0,1999,1999-05-28,0,NA
New England Revolution,0.352444952119512,1,1999,1999-05-28,1,NA
Houston Dynamo,0.5341742951678483,1,1999,1999-06-02,NA,0
Colorado Rapids,0.4658257048321517,0,1999,1999-06-02,0,NA
DC United,0.723786477621942,1,1999,1999-06-04,NA,0
Mutiny,0.7275177566294362,1,1999,1999-06-04,NA,0
New England Revolution,0.4556316435732545,1,1999,1999-06-04,1,NA
New York Red Bulls,0.5599950750790834,0,1999,1999-06-04,NA,1
Columbus Crew,0.27621352237805796,0,1999,1999-06-04,0,NA
Miami,0.2724822433705638,0,1999,1999-06-04,0,NA
Chicago Fire,0.5443683564267455,0,1999,1999-06-04,NA,1
FC Dallas,0.4400049249209166,1,1999,1999-06-04,1,NA
Los Angeles Galaxy,0.8130511199504225,1,1999,1999-06-05,NA,0
Sporting Kansas City,0.18694888004957755,0,1999,1999-06-05,0,NA
DC United,0.8579151343402499,1,1999,1999-06-09,NA,0
Miami,0.1420848656597501,0,1999,1999-06-09,0,NA
Houston Dynamo,0.64840584872945906,1,1999,1999-06-11,NA,0
Los Angeles Galaxy,0.597919184411155,1,1999,1999-06-11,NA,0
New York Red Bulls,0.4359841065314813,0,1999,1999-06-11,0,NA
Sporting Kansas City,0.44225355522833587,1,1999,1999-06-11,1,NA
Mutiny,0.35159415127054094,0,1999,1999-06-11,0,NA
Chicago Fire,0.402080815588845,0,1999,1999-06-11,0,NA
Colorado Rapids,0.5640158934685187,1,1999,1999-06-11,NA,0
FC Dallas,0.5577464447716641,0,1999,1999-06-11,NA,1
Columbus Crew,0.5205397034148567,0,1999,1999-06-12,NA,1
New England Revolution,0.7299871205369092,1,1999,1999-06-12,NA,0
DC United,0.47946029658514333,1,1999,1999-06-12,1,NA
Miami,0.2700128794630908,0,1999,1999-06-12,0,NA
Columbus Crew,0.6974952821763658,1,1999,1999-06-15,NA,0
FC Dallas,0.4440068435229993,1,1999,1999-06-15,1,NA
New England Revolution,0.3025047178236342,0,1999,1999-06-15,0,NA
DC United,0.5559931564770006,0,1999,1999-06-15,NA,1
Chicago Fire,0.7049231953037122,1,1999,1999-06-18,NA,0
Colorado Rapids,0.6913309625958266,1,1999,1999-06-18,NA,0
DC United,0.7252947124792606,0,1999,1999-06-18,NA,1
Mutiny,0.6510829038168977,0,1999,1999-06-18,NA,1
Houston Dynamo,0.29507680469628783,0,1999,1999-06-18,0,NA
FC Dallas,0.3086690374041734,0,1999,1999-06-18,0,NA
Los Angeles Galaxy,0.2747052875207394,1,1999,1999-06-18,1,NA
New England Revolution,0.3489170961831023,1,1999,1999-06-18,1,NA
Sporting Kansas City,0.6249362637264548,1,1999,1999-06-19,NA,0
New York Red Bulls,0.37506373627354517,0,1999,1999-06-19,0,NA
Colorado Rapids,0.6418990593696989,1,1999,1999-06-25,NA,0
Columbus Crew,0.8144674758261093,1,1999,1999-06-25,NA,0
DC United,0.8435690929403081,1,1999,1999-06-25,NA,0
FC Dallas,0.6716659161421159,1,1999,1999-06-25,NA,0
Miami,0.5008429240416559,0,1999,1999-06-25,NA,1
Chicago Fire,0.35810094063030107,0,1999,1999-06-25,0,NA
New York Red Bulls,0.18553252417389066,0,1999,1999-06-25,0,NA
Sporting Kansas City,0.15643090705969187,0,1999,1999-06-25,0,NA
New England Revolution,0.3283340838578841,0,1999,1999-06-25,0,NA
Houston Dynamo,0.49915707595834413,1,1999,1999-06-25,1,NA
Mutiny,0.5061218074948951,0,1999,1999-06-26,NA,1
Los Angeles Galaxy,0.4938781925051049,1,1999,1999-06-26,1,NA
Columbus Crew,0.6802396613732694,1,1999,1999-06-29,NA,0
New York Red Bulls,0.5340404513569524,1,1999,1999-06-29,NA,0
Houston Dynamo,0.3197603386267306,0,1999,1999-06-29,0,NA
Mutiny,0.46595954864304756,0,1999,1999-06-29,0,NA
Chicago Fire,0.67730537737379,1,1999,1999-07-01,NA,0
FC Dallas,0.32269462262620996,0,1999,1999-07-01,0,NA
Mutiny,0.6915986560842932,0,1999,1999-07-02,NA,1
Sporting Kansas City,0.30840134391570684,1,1999,1999-07-02,1,NA
Colorado Rapids,0.6862692072401853,0,1999,1999-07-03,NA,1
FC Dallas,0.5794979856010476,0,1999,1999-07-03,NA,1
Houston Dynamo,0.49480061906985295,1,1999,1999-07-03,1,NA
Los Angeles Galaxy,0.8469419253289132,0,1999,1999-07-03,NA,1
New England Revolution,0.7538278629669793,1,1999,1999-07-03,NA,0
Columbus Crew,0.31373079275981475,1,1999,1999-07-03,1,NA
Chicago Fire,0.4205020143989524,1,1999,1999-07-03,1,NA
DC United,0.505199380930147,0,1999,1999-07-03,NA,1
Miami,0.15305807467108679,1,1999,1999-07-03,1,NA
New York Red Bulls,0.24617213703302065,0,1999,1999-07-03,0,NA
Columbus Crew,0.6183375839932977,0,1999,1999-07-06,NA,1
Sporting Kansas City,0.44370673223615487,0,1999,1999-07-06,0,NA
DC United,0.38166241600670225,1,1999,1999-07-06,1,NA
Colorado Rapids,0.5562932677638451,1,1999,1999-07-06,NA,0
Mutiny,0.5134173868445285,1,1999,1999-07-07,NA,0
Houston Dynamo,0.48658261315547147,0,1999,1999-07-07,0,NA
Chicago Fire,0.8480929274232042,1,1999,1999-07-09,NA,0
DC United,0.6937421092760432,0,1999,1999-07-09,NA,1
FC Dallas,0.7609404855522235,1,1999,1999-07-09,NA,0
Miami,0.42021169725885876,1,1999,1999-07-09,1,NA
New York Red Bulls,0.1519070725767958,0,1999,1999-07-09,0,NA
Colorado Rapids,0.3062578907239568,1,1999,1999-07-09,1,NA
Sporting Kansas City,0.2390595144477765,0,1999,1999-07-09,0,NA
Columbus Crew,0.5797883027411412,0,1999,1999-07-09,NA,1
New England Revolution,0.5335310279250536,0,1999,1999-07-10,NA,1
Los Angeles Galaxy,0.4664689720749464,1,1999,1999-07-10,1,NA
Sporting Kansas City,0.5842404886516375,1,1999,1999-07-21,NA,0
Mutiny,0.41575951134836253,0,1999,1999-07-21,0,NA
Chicago Fire,0.7402897744758931,0,1999,1999-07-22,NA,1
Houston Dynamo,0.25971022552410694,1,1999,1999-07-22,1,NA
Columbus Crew,0.6703234498348952,1,1999,1999-07-23,NA,0
New York Red Bulls,0.5676667077480385,0,1999,1999-07-23,NA,1
FC Dallas,0.3296765501651048,0,1999,1999-07-23,0,NA
Miami,0.4323332922519615,1,1999,1999-07-23,1,NA
Colorado Rapids,0.8151642983786411,0,1999,1999-07-24,NA,1
Los Angeles Galaxy,0.8346926656867479,1,1999,1999-07-24,NA,0
New England Revolution,0.4602776424469367,0,1999,1999-07-24,0,NA
Mutiny,0.18483570162135887,1,1999,1999-07-24,1,NA
Sporting Kansas City,0.16530733431325206,0,1999,1999-07-24,0,NA
DC United,0.5397223575530633,1,1999,1999-07-24,NA,0
Colorado Rapids,0.6047785755771554,1,1999,1999-07-27,NA,0
Los Angeles Galaxy,0.3952214244228446,0,1999,1999-07-27,0,NA
Miami,0.6351815349544097,1,1999,1999-07-28,NA,0
Mutiny,0.36481846504559035,0,1999,1999-07-28,0,NA
Chicago Fire,0.6221938863753256,0,1999,1999-07-30,NA,1
FC Dallas,0.5453711761824348,0,1999,1999-07-30,NA,1
Mutiny,0.6246904547752025,1,1999,1999-07-30,NA,0
Sporting Kansas City,0.4712856398683162,1,1999,1999-07-30,1,NA
Los Angeles Galaxy,0.3778061136246744,1,1999,1999-07-30,1,NA
Colorado Rapids,0.4546288238175652,1,1999,1999-07-30,1,NA
New England Revolution,0.37530954522479754,0,1999,1999-07-30,0,NA
Houston Dynamo,0.5287143601316838,0,1999,1999-07-30,NA,1
Columbus Crew,0.7656256295315781,1,1999,1999-07-31,NA,0
Miami,0.2343743704684219,0,1999,1999-07-31,0,NA
FC Dallas,0.783791925427907,1,1999,1999-08-03,NA,0
New York Red Bulls,0.216208074572093,0,1999,1999-08-03,0,NA
Sporting Kansas City,0.4444158358756785,0,1999,1999-08-04,0,NA
Chicago Fire,0.5555841641243215,1,1999,1999-08-04,NA,0
Colorado Rapids,0.817768914605524,1,1999,1999-08-05,NA,0
New England Revolution,0.18223108539447597,0,1999,1999-08-05,0,NA
Houston Dynamo,0.518138902280093,0,1999,1999-08-06,NA,1
Miami,0.7446542235483592,1,1999,1999-08-06,NA,0
Los Angeles Galaxy,0.48186109771990704,1,1999,1999-08-06,1,NA
New York Red Bulls,0.2553457764516408,0,1999,1999-08-06,0,NA
Chicago Fire,0.593183395174388,1,1999,1999-08-07,NA,0
Columbus Crew,0.8202622450232886,1,1999,1999-08-07,NA,0
DC United,0.8140719032250893,1,1999,1999-08-07,NA,0
Colorado Rapids,0.406816604825612,0,1999,1999-08-07,0,NA
Sporting Kansas City,0.1797377549767114,0,1999,1999-08-07,0,NA
Mutiny,0.18592809677491073,0,1999,1999-08-07,0,NA
New York Red Bulls,0.27479320443190325,0,1999,1999-08-10,0,NA
DC United,0.7252067955680968,1,1999,1999-08-10,NA,0
New England Revolution,0.5595104037031071,0,1999,1999-08-11,NA,1
Houston Dynamo,0.4404895962968929,1,1999,1999-08-11,1,NA
Mutiny,0.45682527443168774,0,1999,1999-08-12,0,NA
Colorado Rapids,0.5431747255683123,1,1999,1999-08-12,NA,0
DC United,0.7081079585278753,1,1999,1999-08-13,NA,0
Los Angeles Galaxy,0.7841095038220972,1,1999,1999-08-13,NA,0
New York Red Bulls,0.5496845667469936,0,1999,1999-08-13,NA,1
Columbus Crew,0.29189204147212466,0,1999,1999-08-13,0,NA
FC Dallas,0.2158904961779028,0,1999,1999-08-13,0,NA
Sporting Kansas City,0.4503154332530064,1,1999,1999-08-13,1,NA
Chicago Fire,0.7931327999498999,0,1999,1999-08-14,NA,1
Miami,0.20686720005010006,1,1999,1999-08-14,1,NA
Colorado Rapids,0.763354660081261,0,1999,1999-08-17,NA,1
New England Revolution,0.6098385120940938,0,1999,1999-08-17,NA,1
New York Red Bulls,0.30399165771641096,0,1999,1999-08-17,0,NA
FC Dallas,0.23664533991873904,1,1999,1999-08-17,1,NA
Mutiny,0.3901614879059062,1,1999,1999-08-17,1,NA
Columbus Crew,0.696008342283589,1,1999,1999-08-17,NA,0
Houston Dynamo,0.7596876804515402,1,1999,1999-08-20,NA,0
Los Angeles Galaxy,0.916420388871442,1,1999,1999-08-20,NA,0
Miami,0.40923248843796406,0,1999,1999-08-20,0,NA
New England Revolution,0.24031231954845977,0,1999,1999-08-20,0,NA
New York Red Bulls,0.08357961112855805,0,1999,1999-08-20,0,NA
DC United,0.5907675115620359,1,1999,1999-08-20,NA,0
Columbus Crew,0.7833785085182587,0,1999,1999-08-21,NA,1
FC Dallas,0.5771458722881079,1,1999,1999-08-21,NA,0
Mutiny,0.21662149148174126,1,1999,1999-08-21,1,NA
Chicago Fire,0.4228541277118921,0,1999,1999-08-21,0,NA
Chicago Fire,0.8006962047928061,1,1999,1999-08-24,NA,0
DC United,0.8363759499606703,1,1999,1999-08-24,NA,0
New York Red Bulls,0.5164873719614859,0,1999,1999-08-24,NA,1
Sporting Kansas City,0.19930379520719388,0,1999,1999-08-24,0,NA
Miami,0.16362405003932967,0,1999,1999-08-24,0,NA
New England Revolution,0.48351262803851414,1,1999,1999-08-24,1,NA
Mutiny,0.5205592994213516,1,1999,1999-08-26,NA,0
Columbus Crew,0.4794407005786484,0,1999,1999-08-26,0,NA
Chicago Fire,0.8118785433719337,1,1999,1999-08-27,NA,0
Colorado Rapids,0.5133349471379118,0,1999,1999-08-27,NA,1
FC Dallas,0.4987014285035639,1,1999,1999-08-27,1,NA
Houston Dynamo,0.8579536878909694,1,1999,1999-08-27,NA,0
New England Revolution,0.18812145662806634,0,1999,1999-08-27,0,NA
DC United,0.48666505286208817,1,1999,1999-08-27,1,NA
Los Angeles Galaxy,0.5012985714964361,0,1999,1999-08-27,NA,1
New York Red Bulls,0.14204631210903063,0,1999,1999-08-27,0,NA
Sporting Kansas City,0.5745603341591399,1,1999,1999-08-28,NA,0
Miami,0.4254396658408601,0,1999,1999-08-28,0,NA
Los Angeles Galaxy,0.7676007966703197,1,1999,1999-08-31,NA,0
Houston Dynamo,0.23239920332968034,0,1999,1999-08-31,0,NA
Columbus Crew,0.6400836418370727,1,1999,1999-09-03,NA,0
DC United,0.7803286724352901,1,1999,1999-09-03,NA,0
Houston Dynamo,0.7389088505148527,1,1999,1999-09-03,NA,0
Miami,0.37620995405483754,0,1999,1999-09-03,0,NA
New England Revolution,0.5289249151909486,0,1999,1999-09-03,NA,1
New York Red Bulls,0.26718179099043204,0,1999,1999-09-03,0,NA
Colorado Rapids,0.35991635816292733,0,1999,1999-09-03,0,NA
FC Dallas,0.21967132756470986,0,1999,1999-09-03,0,NA
Sporting Kansas City,0.26109114948514733,0,1999,1999-09-03,0,NA
Los Angeles Galaxy,0.6237900459451624,1,1999,1999-09-03,NA,0
Mutiny,0.47107508480905136,1,1999,1999-09-03,1,NA
Chicago Fire,0.732818209009568,1,1999,1999-09-03,NA,0
New England Revolution,0.5961810356767432,1,1999,1999-09-07,NA,0
Sporting Kansas City,0.4038189643232568,0,1999,1999-09-07,0,NA
Colorado Rapids,0.7946654982603135,1,1999,1999-09-10,NA,0
FC Dallas,0.6667295986735066,1,1999,1999-09-10,NA,0
Los Angeles Galaxy,0.7181739174746519,1,1999,1999-09-10,NA,0
Miami,0.6914465564596448,1,1999,1999-09-10,NA,0
Mutiny,0.4096550035607134,0,1999,1999-09-10,0,NA
Sporting Kansas City,0.20533450173968648,0,1999,1999-09-10,0,NA
Houston Dynamo,0.33327040132649344,0,1999,1999-09-10,0,NA
Chicago Fire,0.28182608252534813,0,1999,1999-09-10,0,NA
New England Revolution,0.3085534435403552,0,1999,1999-09-10,0,NA
DC United,0.5903449964392866,1,1999,1999-09-10,NA,0
Columbus Crew,0.8936906812638237,0,1999,1999-09-11,NA,1
New York Red Bulls,0.10630931873617633,1,1999,1999-09-11,1,NA
Colorado Rapids,0.5001736373774072,1,1999,1999-09-17,NA,0
DC United,0.9387493095786666,1,1999,1999-09-17,NA,0
New England Revolution,0.4267392723792288,0,1999,1999-09-17,0,NA
Sporting Kansas City,0.4390027178828085,0,1999,1999-09-17,0,NA
Los Angeles Galaxy,0.49982636262259283,0,1999,1999-09-17,0,NA
New York Red Bulls,0.061250690421333354,0,1999,1999-09-17,0,NA
Columbus Crew,0.5732607276207712,1,1999,1999-09-17,NA,0
FC Dallas,0.5609972821171916,1,1999,1999-09-17,NA,0
Chicago Fire,0.7255150027503721,1,1999,1999-09-18,NA,0
Houston Dynamo,0.7228977816853012,1,1999,1999-09-18,NA,0
Mutiny,0.27448499724962794,0,1999,1999-09-18,0,NA
Miami,0.27710221831469883,0,1999,1999-09-18,0,NA
New York Red Bulls,0.3441783167108209,0,1999,1999-09-21,0,NA
Houston Dynamo,0.6558216832891791,1,1999,1999-09-21,NA,0
Chicago Fire,0.677918615515916,0,1999,1999-09-22,NA,1
Columbus Crew,0.32208138448408397,1,1999,1999-09-22,1,NA
New England Revolution,0.38851310467223377,0,1999,1999-09-23,0,NA
FC Dallas,0.6114868953277662,1,1999,1999-09-23,NA,0
Los Angeles Galaxy,0.5690279614551403,0,1999,1999-09-24,NA,1
Mutiny,0.8446752359958937,0,1999,1999-09-24,NA,1
Sporting Kansas City,0.4040956866989983,0,1999,1999-09-24,0,NA
DC United,0.43097203854485966,1,1999,1999-09-24,1,NA
New York Red Bulls,0.15532476400410633,1,1999,1999-09-24,1,NA
Colorado Rapids,0.5959043133010017,1,1999,1999-09-24,NA,0
Columbus Crew,0.795619770505441,1,1999,1999-09-25,NA,0
Houston Dynamo,0.5974400324914345,1,1999,1999-09-25,NA,0
Miami,0.20438022949455903,0,1999,1999-09-25,0,NA
Chicago Fire,0.4025599675085655,0,1999,1999-09-25,0,NA
Los Angeles Galaxy,0.6982001604447693,1,1999,1999-09-28,NA,0
Colorado Rapids,0.3017998395552307,0,1999,1999-09-28,0,NA
Colorado Rapids,0.6543449970228868,1,1999,1999-09-30,NA,0
Houston Dynamo,0.34565500297711316,0,1999,1999-09-30,0,NA
New England Revolution,0.6980315671369185,1,1999,1999-10-01,NA,0
New York Red Bulls,0.3019684328630815,0,1999,1999-10-01,0,NA
FC Dallas,0.5523826877060349,1,1999,1999-10-02,NA,0
Miami,0.4343022842500337,1,1999,1999-10-02,1,NA
Los Angeles Galaxy,0.44761731229396506,0,1999,1999-10-02,0,NA
Columbus Crew,0.5656977157499663,0,1999,1999-10-02,NA,1
Colorado Rapids,0.6619415099199178,0,1999,1999-10-05,NA,1
DC United,0.8711176573321149,0,1999,1999-10-05,NA,1
Houston Dynamo,0.8119753567502848,1,1999,1999-10-05,NA,0
Chicago Fire,0.33805849008008215,1,1999,1999-10-05,1,NA
Mutiny,0.12888234266788512,1,1999,1999-10-05,1,NA
Sporting Kansas City,0.18802464324971524,0,1999,1999-10-05,0,NA
DC United,0.9097621666502923,0,1999,1999-10-08,NA,1
Miami,0.4994969887870357,1,1999,1999-10-08,1,NA
Sporting Kansas City,0.30885149843580245,0,1999,1999-10-08,0,NA
New England Revolution,0.0902378333497077,1,1999,1999-10-08,1,NA
Colorado Rapids,0.5005030112129643,0,1999,1999-10-08,NA,1
Los Angeles Galaxy,0.6911485015641976,1,1999,1999-10-08,NA,0
Columbus Crew,0.6172341476382781,0,1999,1999-10-09,NA,1
Mutiny,0.5448457749276983,0,1999,1999-10-09,NA,1
Chicago Fire,0.3827658523617219,1,1999,1999-10-09,1,NA
